customerid,domestic,recency_score,frequency_score,monetary_score,cust_matrix
18239,True,1,3,3,lost_cust
15339,True,1,2,2,lost_cust
16386,True,2,2,1,problem_cust
14048,True,1,1,1,lost_cust
14209,True,3,3,3,star_cust
13520,False,1,3,3,lost_cust
15483,True,1,3,1,lost_cust
552659,True,1,2,3,lost_cust
14934,False,1,2,3,lost_cust
15288,True,2,3,3,problem_cust
15743,True,3,3,2,star_cust
17252,True,1,2,1,lost_cust
16173,True,3,3,3,star_cust
17515,True,2,3,2,problem_cust
17173,True,3,3,3,star_cust
13667,True,1,1,1,lost_cust
542794,True,1,1,2,lost_cust
15785,True,2,3,3,problem_cust
13316,True,2,3,3,problem_cust
16951,True,1,3,3,lost_cust
13995,True,3,3,3,star_cust
14913,True,2,3,3,problem_cust
15898,True,3,3,3,star_cust
14312,True,2,3,3,problem_cust
16980,True,1,2,2,lost_cust
17345,True,3,3,2,star_cust
17371,True,3,3,2,star_cust
14985,True,1,2,1,lost_cust
13259,True,1,1,1,lost_cust
13544,True,2,2,1,problem_cust
12674,False,2,3,3,problem_cust
15122,True,1,3,3,lost_cust
551339,True,1,2,2,lost_cust
16553,True,1,3,3,lost_cust
16503,True,1,3,3,lost_cust
16504,True,2,1,2,lost_cust
12619,False,3,3,3,star_cust
13722,True,1,3,3,lost_cust
13149,True,3,3,3,star_cust
13475,True,1,3,3,lost_cust
15485,True,2,3,3,problem_cust
16010,True,1,3,2,lost_cust
551547,True,1,2,3,lost_cust
13491,True,2,3,3,problem_cust
564230,True,1,2,3,lost_cust
15533,True,3,3,2,star_cust
12381,False,3,2,3,star_cust
16398,True,1,2,3,lost_cust
12886,True,1,2,3,lost_cust
562846,True,1,2,3,lost_cust
14954,True,3,1,2,new_cust
13577,True,2,3,3,problem_cust
562104,True,1,2,3,lost_cust
17490,True,3,3,3,star_cust
13155,True,2,3,2,problem_cust
13623,True,2,3,2,problem_cust
13280,True,1,2,2,lost_cust
16169,True,3,3,3,star_cust
17147,True,3,3,3,star_cust
16595,True,1,1,2,lost_cust
541221,True,1,1,3,lost_cust
577844,True,3,2,3,new_cust
15392,True,3,3,3,star_cust
17968,True,1,1,1,lost_cust
15394,True,3,3,3,star_cust
16463,True,3,3,3,star_cust
13991,True,3,3,2,star_cust
16444,True,2,3,2,problem_cust
12455,False,1,3,3,lost_cust
14102,True,3,3,3,star_cust
13186,True,2,2,3,problem_cust
17994,True,1,3,2,lost_cust
17779,True,3,3,2,star_cust
15967,True,3,2,2,star_cust
13569,True,3,2,2,star_cust
15596,True,1,3,3,lost_cust
12853,True,1,3,3,lost_cust
12398,False,2,1,3,lost_cust
549100,True,1,2,3,lost_cust
12352,False,2,3,3,problem_cust
16730,True,2,3,2,problem_cust
15111,True,2,3,3,problem_cust
17054,True,2,3,3,problem_cust
16341,True,2,3,3,problem_cust
14005,True,3,3,3,star_cust
15129,True,2,3,3,problem_cust
575748,True,2,2,3,problem_cust
12928,True,2,3,3,problem_cust
16053,True,2,2,3,problem_cust
17519,True,3,3,3,star_cust
12463,False,2,3,3,problem_cust
574967,True,2,2,3,problem_cust
16045,True,1,3,3,lost_cust
16431,True,1,3,2,lost_cust
17731,True,1,3,2,lost_cust
17379,True,3,1,2,new_cust
12876,False,1,2,3,lost_cust
15240,True,2,3,3,problem_cust
17595,True,3,2,2,star_cust
15429,True,2,2,2,problem_cust
541870,True,1,1,2,lost_cust
14965,True,1,2,2,lost_cust
16101,True,1,1,3,lost_cust
17481,True,3,3,3,star_cust
14794,True,3,3,2,star_cust
13162,True,1,3,3,lost_cust
13118,True,3,3,2,star_cust
17656,True,1,3,3,lost_cust
15067,True,1,3,3,lost_cust
17063,True,3,3,3,star_cust
12890,True,2,1,2,lost_cust
15265,True,1,2,3,lost_cust
560567,True,1,2,3,lost_cust
13562,True,1,2,3,lost_cust
17796,True,2,3,2,problem_cust
14064,True,2,3,3,problem_cust
13564,True,1,2,3,lost_cust
17867,True,2,3,2,problem_cust
17302,True,3,3,2,star_cust
17888,True,3,3,2,star_cust
13477,True,2,3,3,problem_cust
17082,True,2,2,3,problem_cust
12364,False,3,3,3,star_cust
15671,True,3,3,3,star_cust
15545,True,1,2,1,lost_cust
12704,False,3,3,3,star_cust
18161,True,3,3,3,star_cust
15737,True,3,3,2,star_cust
13305,True,3,3,3,star_cust
15140,True,2,3,3,problem_cust
13851,True,1,3,3,lost_cust
12952,True,3,3,3,star_cust
15117,True,3,3,3,star_cust
17266,True,3,3,1,star_cust
14656,True,1,2,1,lost_cust
17702,True,2,3,3,problem_cust
17075,True,3,3,2,star_cust
17179,True,1,3,2,lost_cust
536862,True,1,1,2,lost_cust
17914,True,3,1,1,new_cust
13647,True,3,3,3,star_cust
14235,True,1,3,3,lost_cust
13630,True,3,3,3,star_cust
570087,True,1,2,3,lost_cust
13301,True,1,3,2,lost_cust
15050,True,2,3,3,problem_cust
16656,True,3,3,3,star_cust
15855,True,1,3,2,lost_cust
546972,True,1,2,3,lost_cust
16900,True,3,2,2,star_cust
16709,True,1,3,3,lost_cust
13158,True,1,3,3,lost_cust
550740,True,1,2,3,lost_cust
16295,True,3,3,3,star_cust
14916,True,1,3,3,lost_cust
565378,True,1,2,3,lost_cust
15694,True,3,3,3,star_cust
17470,True,2,3,2,problem_cust
18242,True,1,3,3,lost_cust
16131,True,2,3,3,problem_cust
14921,True,2,2,2,problem_cust
15680,True,3,3,3,star_cust
537641,True,1,1,2,lost_cust
17387,True,3,2,2,star_cust
17255,True,2,2,1,problem_cust
15535,True,1,3,2,lost_cust
546648,True,1,1,3,lost_cust
559038,True,1,2,3,lost_cust
17618,True,3,3,2,star_cust
17676,True,3,3,3,star_cust
13055,True,1,2,3,lost_cust
12783,False,3,3,3,star_cust
14251,True,3,3,3,star_cust
17828,False,3,3,2,star_cust
12985,True,3,2,2,star_cust
13313,True,3,3,3,star_cust
13425,True,1,2,3,lost_cust
15260,True,1,3,3,lost_cust
578746,True,3,2,3,new_cust
538883,True,1,1,2,lost_cust
547396,True,1,2,3,lost_cust
17619,True,1,1,1,lost_cust
16929,True,3,3,3,star_cust
13860,True,3,3,3,star_cust
13324,True,2,3,3,problem_cust
13310,True,2,2,2,problem_cust
17936,True,3,1,2,new_cust
16531,True,3,3,3,star_cust
17037,True,1,1,3,lost_cust
15000,True,2,1,2,lost_cust
15471,True,3,1,2,new_cust
12494,False,3,3,2,star_cust
541493,True,1,1,3,lost_cust
14105,True,1,1,3,lost_cust
16776,True,1,1,2,lost_cust
567981,True,1,2,3,lost_cust
16653,True,3,2,2,star_cust
16368,True,3,2,2,star_cust
15472,True,1,1,2,lost_cust
15870,True,2,1,1,lost_cust
17095,True,3,3,3,star_cust
15073,True,3,3,2,star_cust
13533,True,1,2,1,lost_cust
17183,True,3,3,3,star_cust
15939,True,1,3,3,lost_cust
13611,True,1,2,2,lost_cust
13752,True,1,3,3,lost_cust
15791,True,2,2,3,problem_cust
16022,True,1,1,2,lost_cust
13808,True,3,3,3,star_cust
12710,False,1,2,2,lost_cust
14540,True,3,3,2,star_cust
14560,True,3,3,3,star_cust
17949,True,3,3,3,star_cust
12377,False,1,2,3,lost_cust
18073,True,1,3,3,lost_cust
13117,True,3,3,2,star_cust
539736,True,1,1,2,lost_cust
14407,True,1,3,3,lost_cust
12910,True,3,3,3,star_cust
563439,True,1,2,3,lost_cust
15903,True,3,3,3,star_cust
558371,True,1,2,3,lost_cust
17014,True,3,3,2,star_cust
13151,True,1,1,3,lost_cust
13082,True,1,3,3,lost_cust
18177,True,2,3,3,problem_cust
13314,True,3,2,2,star_cust
12942,True,1,2,2,lost_cust
14375,True,1,1,1,lost_cust
17537,True,2,2,2,problem_cust
550278,True,1,2,3,lost_cust
16042,True,3,3,3,star_cust
14998,True,1,2,2,lost_cust
14276,True,1,3,2,lost_cust
17764,True,2,2,2,problem_cust
543000,True,1,1,2,lost_cust
13032,True,2,2,2,problem_cust
14246,True,1,3,3,lost_cust
15814,True,3,3,3,star_cust
16554,True,2,3,2,problem_cust
15933,True,3,3,3,star_cust
13428,True,3,1,1,new_cust
16065,True,1,1,2,lost_cust
567024,True,1,2,3,lost_cust
567461,True,1,2,3,lost_cust
14673,True,3,3,3,star_cust
13831,True,3,3,3,star_cust
571119,True,1,2,3,lost_cust
15398,True,3,2,3,star_cust
573580,True,2,2,2,problem_cust
18082,True,2,1,2,lost_cust
539739,True,1,1,2,lost_cust
14514,True,1,3,2,lost_cust
579751,True,3,2,2,new_cust
12994,True,3,2,2,star_cust
564841,True,1,2,3,lost_cust
15134,True,3,3,3,star_cust
18117,True,2,1,1,lost_cust
17230,True,1,3,3,lost_cust
548505,True,1,2,2,lost_cust
14396,True,1,2,2,lost_cust
15730,True,1,3,2,lost_cust
565767,True,1,2,3,lost_cust
545027,True,1,1,3,lost_cust
14226,True,2,3,3,problem_cust
17320,True,1,3,3,lost_cust
14893,True,3,2,3,new_cust
570592,True,1,2,3,lost_cust
17786,True,1,2,1,lost_cust
559521,False,1,2,2,lost_cust
16399,True,3,2,2,star_cust
558116,True,1,2,2,lost_cust
13176,True,2,1,2,lost_cust
12483,False,3,3,3,star_cust
15349,True,1,2,2,lost_cust
12885,True,1,2,3,lost_cust
14116,True,3,3,3,star_cust
17350,True,3,3,3,star_cust
12407,False,2,3,3,problem_cust
16859,True,1,2,2,lost_cust
580754,True,3,2,3,new_cust
17522,True,3,3,2,star_cust
14869,True,3,2,2,star_cust
17950,True,1,3,2,lost_cust
580146,True,3,2,3,new_cust
14466,True,2,3,3,problem_cust
548514,True,1,2,2,lost_cust
17633,True,2,3,3,problem_cust
15722,True,2,3,3,problem_cust
16416,True,2,3,2,problem_cust
12904,True,3,2,2,star_cust
542536,True,1,1,3,lost_cust
551012,True,1,2,3,lost_cust
16637,True,2,3,2,problem_cust
15025,True,2,1,2,lost_cust
12349,False,3,1,3,new_cust
13744,True,1,2,2,lost_cust
18188,True,3,3,3,star_cust
556803,True,1,2,3,lost_cust
13450,True,2,3,3,problem_cust
564516,True,1,2,2,lost_cust
14729,True,1,1,1,lost_cust
15104,True,1,2,2,lost_cust
14758,True,1,3,3,lost_cust
14188,True,2,3,3,problem_cust
14715,True,2,3,2,problem_cust
14691,True,2,3,3,problem_cust
17041,True,2,3,2,problem_cust
15053,True,3,3,2,star_cust
14344,True,1,3,2,lost_cust
18130,True,3,3,2,star_cust
578940,True,3,2,3,new_cust
14976,True,1,3,2,lost_cust
17375,True,1,3,1,lost_cust
14511,True,3,3,3,star_cust
14214,True,2,3,2,problem_cust
573286,False,2,2,2,problem_cust
18094,True,1,3,3,lost_cust
15019,True,1,1,1,lost_cust
15503,True,1,1,1,lost_cust
14823,True,1,3,2,lost_cust
556082,True,1,2,2,lost_cust
16054,True,1,1,2,lost_cust
14834,True,3,3,3,star_cust
17062,True,1,3,2,lost_cust
542624,True,1,1,2,lost_cust
12645,False,2,3,3,problem_cust
14087,True,3,1,1,new_cust
14745,True,1,3,3,lost_cust
12462,False,3,2,2,star_cust
566534,True,1,2,3,lost_cust
16359,True,3,3,3,star_cust
574356,True,2,2,3,problem_cust
13761,True,2,2,2,problem_cust
15069,True,1,1,2,lost_cust
12689,False,2,2,3,problem_cust
14447,True,3,3,3,star_cust
18287,True,2,3,3,problem_cust
15801,True,2,3,2,problem_cust
14904,True,3,2,2,star_cust
18189,True,1,2,2,lost_cust
12508,False,2,2,2,problem_cust
17277,True,1,2,2,lost_cust
13064,True,3,3,2,star_cust
14561,True,1,3,2,lost_cust
17295,True,2,3,2,problem_cust
15831,True,1,3,2,lost_cust
15826,True,1,3,3,lost_cust
17306,True,3,3,3,star_cust
15136,True,3,3,3,star_cust
16748,True,3,3,3,star_cust
17248,True,1,1,1,lost_cust
542115,True,1,1,2,lost_cust
14692,True,1,3,2,lost_cust
12590,False,1,1,3,lost_cust
16317,True,1,3,3,lost_cust
13486,True,1,2,3,lost_cust
16895,True,1,1,1,lost_cust
16172,True,1,3,3,lost_cust
16249,True,2,3,3,problem_cust
14364,True,1,3,3,lost_cust
12526,False,3,2,3,star_cust
17669,True,2,3,3,problem_cust
544201,True,1,1,2,lost_cust
14442,False,1,2,3,lost_cust
576391,True,2,2,3,problem_cust
12723,False,3,3,2,star_cust
15500,True,3,3,2,star_cust
17966,True,2,3,2,problem_cust
18202,True,1,3,3,lost_cust
12546,False,2,2,2,problem_cust
548504,True,1,2,2,lost_cust
580148,True,3,2,2,new_cust
15625,True,1,3,3,lost_cust
12989,True,3,3,3,star_cust
16056,True,2,1,2,lost_cust
548163,True,1,2,2,lost_cust
543532,True,1,1,2,lost_cust
14019,True,2,3,3,problem_cust
548663,True,1,2,2,lost_cust
17727,True,3,1,2,new_cust
16188,True,2,3,2,problem_cust
15681,True,2,3,2,problem_cust
16807,True,1,3,3,lost_cust
13429,True,3,3,2,star_cust
15605,True,2,3,3,problem_cust
14130,True,1,1,2,lost_cust
14140,True,3,2,2,star_cust
566164,True,1,2,3,lost_cust
553768,True,1,2,2,lost_cust
13500,True,3,2,2,star_cust
550208,True,1,2,2,lost_cust
16094,True,3,3,2,star_cust
17783,True,1,2,1,lost_cust
579291,True,3,2,3,new_cust
16098,True,1,3,3,lost_cust
12997,True,3,3,3,star_cust
13813,False,2,3,3,problem_cust
12716,False,3,2,2,star_cust
12762,False,3,2,3,star_cust
15041,True,1,1,1,lost_cust
17204,True,1,3,3,lost_cust
17158,True,2,3,3,problem_cust
15145,True,3,3,3,star_cust
13532,True,2,1,1,lost_cust
13240,True,1,3,2,lost_cust
13802,True,1,3,3,lost_cust
12872,True,1,2,2,lost_cust
16208,True,2,2,2,problem_cust
13882,True,3,3,2,star_cust
565303,False,1,2,1,lost_cust
16795,True,1,1,2,lost_cust
16612,True,2,3,3,problem_cust
13642,True,1,1,2,lost_cust
17301,True,3,1,1,new_cust
14035,True,2,3,3,problem_cust
14856,True,2,3,3,problem_cust
17412,True,3,3,3,star_cust
549586,True,1,2,3,lost_cust
14267,True,1,3,3,lost_cust
551009,True,1,2,2,lost_cust
14533,True,2,3,3,problem_cust
543533,True,1,1,2,lost_cust
13673,True,3,2,2,star_cust
539740,True,1,1,2,lost_cust
18221,True,3,3,2,star_cust
15839,True,2,3,2,problem_cust
17100,True,3,1,2,new_cust
15977,True,3,2,2,star_cust
553541,True,1,2,2,lost_cust
572704,True,2,2,3,problem_cust
17931,True,1,2,2,lost_cust
17976,True,1,1,1,lost_cust
571554,True,2,2,3,problem_cust
573274,True,2,2,3,problem_cust
16040,True,1,3,3,lost_cust
17047,True,1,3,2,lost_cust
16274,True,1,1,1,lost_cust
13456,True,3,3,3,star_cust
14078,True,1,3,2,lost_cust
12611,False,2,1,3,lost_cust
13221,True,1,2,2,lost_cust
12951,True,3,3,2,star_cust
15745,True,3,3,2,star_cust
568408,True,1,2,3,lost_cust
17562,True,3,3,3,star_cust
580519,True,3,2,3,new_cust
16062,True,3,3,3,star_cust
16629,True,1,2,2,lost_cust
542625,True,1,1,2,lost_cust
17175,True,2,3,3,problem_cust
552687,True,1,2,2,lost_cust
12393,False,1,3,3,lost_cust
17410,True,3,3,3,star_cust
17885,True,3,1,1,new_cust
13636,True,2,3,2,problem_cust
546977,True,1,2,2,lost_cust
14532,True,1,3,2,lost_cust
12457,False,1,3,3,lost_cust
14948,True,3,3,2,star_cust
555115,True,1,2,3,lost_cust
13167,True,3,3,2,star_cust
17090,True,3,3,3,star_cust
544205,True,1,1,2,lost_cust
556826,True,1,2,2,lost_cust
17081,True,2,2,1,problem_cust
13474,True,1,1,1,lost_cust
17070,True,1,1,1,lost_cust
12530,False,1,3,3,lost_cust
16842,True,1,3,3,lost_cust
13728,True,2,3,2,problem_cust
17221,True,3,2,2,star_cust
17809,True,3,3,3,star_cust
12936,True,3,3,2,star_cust
12754,False,1,2,3,lost_cust
14297,True,3,3,3,star_cust
15184,True,2,2,2,problem_cust
13192,True,1,2,2,lost_cust
14335,False,3,2,2,star_cust
12906,True,3,3,3,star_cust
553766,True,1,2,2,lost_cust
15353,True,1,2,2,lost_cust
13138,True,3,3,2,star_cust
17604,True,1,2,1,lost_cust
16206,True,1,3,2,lost_cust
15272,True,1,2,2,lost_cust
553167,True,1,2,3,lost_cust
13652,True,2,2,3,problem_cust
15763,True,2,2,2,problem_cust
16445,True,2,1,1,lost_cust
542252,True,1,1,2,lost_cust
14452,True,3,2,1,star_cust
17058,True,1,3,3,lost_cust
13447,True,3,2,2,star_cust
15440,True,1,3,2,lost_cust
15449,True,2,3,2,problem_cust
16493,True,1,3,3,lost_cust
17064,True,1,3,2,lost_cust
16406,True,3,1,1,new_cust
12630,False,3,2,2,star_cust
14389,True,1,2,2,lost_cust
12534,False,1,1,2,lost_cust
16600,True,3,3,2,star_cust
15821,True,2,2,2,problem_cust
12371,False,1,1,3,lost_cust
16934,True,1,2,2,lost_cust
16644,True,1,2,2,lost_cust
18263,True,2,3,2,problem_cust
16685,True,1,2,1,lost_cust
13635,True,1,1,2,lost_cust
581256,True,3,2,3,new_cust
16688,True,3,3,3,star_cust
16024,True,3,1,1,new_cust
12775,False,3,3,3,star_cust
559499,True,1,2,3,lost_cust
557640,True,1,2,3,lost_cust
559796,True,1,2,3,lost_cust
13476,True,1,2,3,lost_cust
16949,True,3,3,3,star_cust
15891,True,1,1,1,lost_cust
17832,True,2,1,1,lost_cust
15630,True,2,2,3,problem_cust
14959,True,1,3,2,lost_cust
18237,True,3,3,2,star_cust
17671,True,3,3,3,star_cust
14672,True,1,2,2,lost_cust
17392,True,1,2,2,lost_cust
16266,True,1,3,2,lost_cust
17835,True,3,3,1,new_cust
14739,True,3,3,3,star_cust
14857,True,1,2,3,lost_cust
14223,True,1,3,2,lost_cust
17189,True,1,2,2,lost_cust
14293,True,3,3,2,star_cust
18143,True,1,2,2,lost_cust
13867,True,2,3,2,problem_cust
17454,True,1,3,2,lost_cust
15329,True,2,3,2,problem_cust
565927,False,1,2,2,lost_cust
14995,True,2,2,1,problem_cust
15550,True,3,3,2,star_cust
14817,True,1,2,2,lost_cust
16804,True,3,2,2,star_cust
16903,True,2,1,1,lost_cust
14346,True,1,2,2,lost_cust
16693,True,1,2,2,lost_cust
13884,True,3,3,2,star_cust
14775,True,1,3,2,lost_cust
16350,True,3,3,2,star_cust
15026,True,1,3,2,lost_cust
13107,True,2,3,3,problem_cust
16921,True,1,1,1,lost_cust
15608,True,2,3,2,problem_cust
572185,True,2,2,3,problem_cust
553523,True,1,2,3,lost_cust
16402,True,1,2,1,lost_cust
542998,True,1,1,2,lost_cust
13719,True,3,3,2,star_cust
12572,False,3,2,2,star_cust
15948,True,3,2,2,star_cust
16780,True,1,2,2,lost_cust
18005,True,3,2,1,star_cust
17169,True,1,2,2,lost_cust
15088,True,3,2,3,star_cust
15456,True,1,3,2,lost_cust
543171,True,1,1,2,lost_cust
17358,True,1,2,1,lost_cust
15706,True,1,3,2,lost_cust
13515,True,1,3,2,lost_cust
13931,True,1,2,3,lost_cust
13821,True,1,2,2,lost_cust
543629,True,1,1,2,lost_cust
14859,True,3,3,3,star_cust
15434,True,3,3,2,star_cust
579557,True,3,2,3,new_cust
559914,True,1,2,2,lost_cust
14441,True,3,3,3,star_cust
581497,True,3,2,3,new_cust
13629,True,3,3,3,star_cust
12820,True,3,3,2,star_cust
14801,True,1,1,1,lost_cust
17608,True,2,2,1,problem_cust
14216,True,3,3,3,star_cust
560780,True,1,2,2,lost_cust
14741,True,3,3,3,star_cust
14383,True,2,3,3,problem_cust
16385,True,1,3,2,lost_cust
17913,True,1,2,2,lost_cust
550210,True,1,2,2,lost_cust
15289,True,2,3,2,problem_cust
13297,True,3,3,3,star_cust
543732,True,1,1,2,lost_cust
12784,False,3,1,2,new_cust
17860,True,1,1,1,lost_cust
558119,True,1,2,2,lost_cust
552676,True,1,2,2,lost_cust
13814,False,1,2,3,lost_cust
16175,True,1,3,2,lost_cust
13243,True,1,1,2,lost_cust
17402,True,3,3,3,star_cust
15460,True,1,1,1,lost_cust
13363,True,3,2,2,star_cust
557231,True,1,2,3,lost_cust
543201,True,1,1,2,lost_cust
17793,True,2,1,1,lost_cust
13662,True,1,2,2,lost_cust
14552,True,1,1,1,lost_cust
15920,True,1,3,1,lost_cust
12412,False,1,2,3,lost_cust
13235,True,1,1,2,lost_cust
560938,True,1,2,3,lost_cust
18001,True,3,2,1,star_cust
13846,True,2,3,2,problem_cust
14171,True,1,1,2,lost_cust
548502,True,1,2,3,lost_cust
15108,False,1,3,2,lost_cust
15406,True,2,2,2,problem_cust
15457,True,1,1,1,lost_cust
14359,True,3,3,2,star_cust
12356,False,3,2,3,star_cust
16768,True,2,3,2,problem_cust
15227,True,2,3,3,problem_cust
16572,True,1,3,2,lost_cust
15306,True,1,3,3,lost_cust
15452,True,2,3,2,problem_cust
13591,True,1,2,3,lost_cust
12354,False,1,1,2,lost_cust
17908,True,1,1,1,lost_cust
14920,True,1,2,2,lost_cust
13203,True,3,3,2,star_cust
15522,True,2,2,2,problem_cust
16102,True,2,3,3,problem_cust
13681,True,3,3,2,star_cust
17250,True,3,2,1,star_cust
554714,True,1,2,2,lost_cust
15571,True,3,3,2,star_cust
541811,True,1,1,2,lost_cust
552677,True,1,2,2,lost_cust
16560,True,2,2,2,problem_cust
16204,True,3,1,2,new_cust
12609,False,1,2,2,lost_cust
12446,False,1,1,2,lost_cust
17765,True,1,3,2,lost_cust
550209,True,1,2,2,lost_cust
16936,True,2,1,1,lost_cust
541975,False,1,1,3,lost_cust
15466,True,1,1,1,lost_cust
541993,True,1,1,2,lost_cust
13308,True,3,2,3,star_cust
17299,True,3,3,2,star_cust
14625,True,1,2,2,lost_cust
13760,True,1,2,1,lost_cust
556093,True,1,2,2,lost_cust
16915,True,3,3,2,star_cust
553542,True,1,2,2,lost_cust
15062,True,1,3,2,lost_cust
17373,True,2,3,2,problem_cust
14508,True,3,2,1,star_cust
13780,True,3,2,2,star_cust
15553,True,1,1,2,lost_cust
15658,True,1,3,2,lost_cust
561367,True,1,2,3,lost_cust
538880,True,1,1,2,lost_cust
14381,True,2,1,1,lost_cust
14052,True,3,1,1,new_cust
13655,True,1,2,2,lost_cust
18171,True,1,3,3,lost_cust
547552,True,1,2,2,lost_cust
12550,False,1,1,2,lost_cust
564646,True,1,2,3,lost_cust
14738,True,2,3,3,problem_cust
14549,True,1,1,1,lost_cust
551004,True,1,2,2,lost_cust
12828,True,3,3,2,star_cust
550214,True,1,2,2,lost_cust
12722,False,1,3,2,lost_cust
16536,True,1,1,2,lost_cust
16320,False,1,2,2,lost_cust
17839,True,2,1,2,lost_cust
13211,True,3,2,3,star_cust
15489,True,3,3,2,star_cust
14716,True,2,2,1,problem_cust
14953,True,2,1,1,lost_cust
14597,True,3,2,2,star_cust
12500,False,3,3,3,star_cust
12399,False,1,3,2,lost_cust
14440,True,3,3,3,star_cust
17311,True,1,2,3,lost_cust
556095,True,1,2,2,lost_cust
16036,True,1,2,2,lost_cust
14409,True,1,3,3,lost_cust
13122,True,1,2,2,lost_cust
15253,True,3,3,2,star_cust
17597,True,1,1,3,lost_cust
15032,True,1,2,3,lost_cust
14897,True,3,3,3,star_cust
575973,False,2,2,2,problem_cust
555327,True,1,2,2,lost_cust
13835,True,2,3,2,problem_cust
17247,True,3,1,1,new_cust
12599,False,2,3,2,problem_cust
17703,True,2,3,2,problem_cust
18126,True,1,1,1,lost_cust
15156,True,3,3,2,star_cust
12600,False,2,3,3,problem_cust
551005,True,1,2,2,lost_cust
13294,True,1,2,2,lost_cust
543200,True,1,1,2,lost_cust
13339,True,1,1,2,lost_cust
16415,True,2,1,1,lost_cust
13692,True,2,2,3,problem_cust
16954,True,3,3,3,star_cust
14231,True,1,3,2,lost_cust
14256,True,1,2,2,lost_cust
13439,True,1,1,1,lost_cust
15832,True,1,1,2,lost_cust
13979,True,1,1,2,lost_cust
17646,True,1,3,2,lost_cust
553543,True,1,2,2,lost_cust
550215,True,1,2,2,lost_cust
16270,True,1,1,2,lost_cust
12772,False,1,1,2,lost_cust
16930,True,2,3,2,problem_cust
12488,False,3,2,3,star_cust
552662,True,1,2,2,lost_cust
12434,False,1,2,2,lost_cust
17433,True,1,1,1,lost_cust
14050,True,2,2,2,problem_cust
17458,True,3,1,1,new_cust
14883,True,3,3,2,star_cust
545716,True,1,1,2,lost_cust
14690,True,2,2,2,problem_cust
541508,True,1,1,2,lost_cust
15568,True,3,3,2,star_cust
553767,True,1,2,2,lost_cust
539955,True,1,1,2,lost_cust
14815,True,2,2,2,problem_cust
556433,True,1,2,3,lost_cust
16364,True,3,2,2,star_cust
15433,True,1,2,2,lost_cust
16932,True,2,1,1,lost_cust
16480,True,1,1,2,lost_cust
13455,True,2,2,2,problem_cust
12717,False,1,2,2,lost_cust
14594,True,3,2,2,star_cust
17007,True,2,3,2,problem_cust
546656,True,1,2,2,lost_cust
15066,True,2,1,2,lost_cust
15712,True,3,3,2,star_cust
17649,True,1,1,2,lost_cust
12752,False,1,1,3,lost_cust
15421,True,1,3,2,lost_cust
16092,True,1,3,2,lost_cust
17771,True,1,2,1,lost_cust
16667,True,1,2,2,lost_cust
13583,True,1,1,2,lost_cust
13501,False,1,1,3,lost_cust
13430,True,3,2,2,star_cust
16734,True,2,2,2,problem_cust
12405,False,1,1,3,lost_cust
573426,True,2,2,3,problem_cust
18035,True,2,3,2,problem_cust
13121,True,1,1,1,lost_cust
13330,True,1,2,3,lost_cust
16594,True,1,1,1,lost_cust
15467,True,3,3,2,star_cust
17303,True,1,1,1,lost_cust
542633,True,1,1,2,lost_cust
17772,True,3,2,1,new_cust
13549,True,2,3,2,problem_cust
552670,True,1,2,2,lost_cust
13495,True,3,3,3,star_cust
17579,True,3,3,2,star_cust
554961,True,1,2,2,lost_cust
546652,True,1,1,2,lost_cust
12844,True,2,2,2,problem_cust
16419,True,1,3,2,lost_cust
17135,True,3,3,2,star_cust
12919,True,3,3,3,star_cust
12657,False,3,3,2,star_cust
554285,True,1,2,2,lost_cust
15990,True,2,2,2,problem_cust
17096,True,3,3,2,star_cust
558388,False,1,2,2,lost_cust
16639,True,2,3,3,problem_cust
17505,True,1,2,3,lost_cust
17083,True,1,3,3,lost_cust
544766,True,1,1,2,lost_cust
540356,True,1,1,2,lost_cust
544206,True,1,1,2,lost_cust
12679,False,1,3,2,lost_cust
14067,True,1,2,2,lost_cust
15238,True,2,3,2,problem_cust
14163,True,1,3,3,lost_cust
15599,True,2,2,2,problem_cust
15239,True,3,2,2,star_cust
560245,False,1,2,1,lost_cust
14770,True,1,2,2,lost_cust
14261,True,2,2,3,problem_cust
15132,True,3,3,2,star_cust
14725,True,2,1,2,lost_cust
15276,True,1,1,1,lost_cust
14129,True,3,3,2,star_cust
14154,True,1,2,3,lost_cust
14167,True,2,3,2,problem_cust
15211,True,1,2,2,lost_cust
12514,False,1,1,2,lost_cust
13354,True,1,1,2,lost_cust
16243,True,2,2,2,problem_cust
12701,False,1,2,2,lost_cust
13336,True,1,1,2,lost_cust
548164,True,1,2,2,lost_cust
15192,True,1,3,2,lost_cust
16365,True,3,3,3,star_cust
550205,True,1,2,2,lost_cust
15900,True,2,1,2,lost_cust
17297,True,3,1,1,new_cust
17848,True,1,3,2,lost_cust
17383,True,3,1,1,new_cust
15645,True,3,1,2,new_cust
552675,True,1,2,2,lost_cust
15602,True,3,3,2,star_cust
571500,True,2,2,1,problem_cust
15829,True,1,2,2,lost_cust
13389,True,3,2,2,star_cust
560293,True,1,2,2,lost_cust
579744,True,3,2,2,new_cust
15579,True,1,2,2,lost_cust
557481,True,1,2,2,lost_cust
13109,True,1,2,2,lost_cust
17857,True,3,3,3,star_cust
17720,True,2,3,3,problem_cust
16777,True,1,2,1,lost_cust
15399,True,3,3,2,star_cust
14598,True,2,1,1,lost_cust
