invoiceno,invoicedate
571007,2011-10-13 12:07:00
559336,2011-07-07 16:17:00
536392,2010-12-01 10:29:00
570020,2011-10-07 10:18:00
561387,2011-07-27 09:22:00
570906,2011-10-13 10:54:00
573036,2011-10-27 13:44:00
574868,2011-11-07 12:41:00
561385,2011-07-27 09:13:00
545313,2011-03-01 13:55:00
566063,2011-09-08 15:41:00
573069,2011-10-27 13:58:00
545343,2011-03-02 09:05:00
C580919,2011-12-06 14:07:00
573746,2011-11-01 09:01:00
559420,2011-07-08 11:52:00
567508,2011-09-20 14:50:00
566038,2011-09-08 13:26:00
575639,2011-11-10 13:49:00
538800,2010-12-14 11:51:00
559504,2011-07-08 15:16:00
557223,2011-06-17 13:17:00
547986,2011-03-29 08:46:00
545342,2011-03-02 09:04:00
578015,2011-11-22 12:58:00
547535,2011-03-23 15:07:00
547714,2011-03-25 08:43:00
538795,2010-12-14 11:42:00
554367,2011-05-24 10:24:00
545214,2011-02-28 16:39:00
549440,2011-04-08 12:42:00
556432,2011-06-10 13:59:00
545233,2011-03-01 10:25:00
C580966,2011-12-06 14:52:00
577085,2011-11-17 15:47:00
566175,2011-09-09 12:36:00
573108,2011-10-27 15:09:00
547695,2011-03-24 15:15:00
537158,2010-12-05 13:10:00
569204,2011-10-02 10:43:00
566169,2011-09-09 12:09:00
561393,2011-07-27 10:10:00
C559461,2011-07-08 13:04:00
560088,2011-07-14 16:42:00
536860,2010-12-03 10:43:00
539334,2010-12-17 10:12:00
577178,2011-11-18 11:10:00
550284,2011-04-15 14:10:00
578348,2011-11-24 09:34:00
539391,2010-12-17 11:51:00
547922,2011-03-28 13:32:00
580988,2011-12-06 16:41:00
560268,2011-07-17 14:07:00
557755,2011-06-22 13:14:00
581169,2011-12-07 14:54:00
538665,2010-12-13 15:56:00
570191,2011-10-07 15:23:00
549242,2011-04-07 11:41:00
554315,2011-05-23 15:29:00
553408,2011-05-17 09:13:00
554555,2011-05-25 10:08:00
539351,2010-12-17 11:23:00
560362,2011-07-18 11:59:00
557633,2011-06-21 15:13:00
556804,2011-06-14 15:14:00
536744,2010-12-02 13:36:00
578133,2011-11-23 10:55:00
566425,2011-09-12 14:22:00
570216,2011-10-09 12:04:00
547071,2011-03-20 13:59:00
547067,2011-03-20 13:43:00
549255,2011-04-07 12:23:00
C569410,2011-10-04 09:48:00
547051,2011-03-20 12:06:00
538944,2010-12-15 11:21:00
546533,2011-03-14 13:53:00
547926,2011-03-28 13:59:00
554543,2011-05-25 09:18:00
547048,2011-03-20 11:52:00
547046,2011-03-20 11:43:00
539403,2010-12-17 12:21:00
556827,2011-06-15 10:29:00
578322,2011-11-23 17:10:00
574705,2011-11-06 14:06:00
560190,2011-07-15 12:33:00
554570,2011-05-25 10:53:00
569631,2011-10-05 11:53:00
574713,2011-11-06 14:26:00
578299,2011-11-23 14:53:00
557795,2011-06-23 09:14:00
569664,2011-10-05 13:33:00
573386,2011-10-30 14:27:00
560050,2011-07-14 15:07:00
573908,2011-11-01 15:19:00
571121,2011-10-14 09:21:00
549246,2011-04-07 12:02:00
556908,2011-06-15 13:23:00
566596,2011-09-13 15:18:00
573906,2011-11-01 15:12:00
557291,2011-06-19 13:01:00
578261,2011-11-23 13:24:00
575591,2011-11-10 12:09:00
553578,2011-05-18 10:39:00
569566,2011-10-05 09:55:00
539493,2010-12-20 10:15:00
546759,2011-03-16 13:58:00
570189,2011-10-07 15:15:00
557792,2011-06-22 16:44:00
539419,2010-12-17 14:10:00
536621,2010-12-02 10:35:00
570183,2011-10-07 14:43:00
569572,2011-10-05 10:10:00
554561,2011-05-25 10:35:00
539487,2010-12-20 09:22:00
557797,2011-06-23 09:22:00
577950,2011-11-22 12:09:00
577165,2011-11-18 10:27:00
559016,2011-07-05 13:01:00
536745,2010-12-02 13:38:00
539639,2010-12-20 15:26:00
580716,2011-12-05 16:48:00
569333,2011-10-03 13:49:00
570240,2011-10-09 15:17:00
560906,2011-07-21 17:55:00
547222,2011-03-21 15:07:00
557631,2011-06-21 15:01:00
560080,2011-07-14 16:23:00
557055,2011-06-16 14:45:00
573545,2011-10-31 13:12:00
539295,2010-12-16 16:54:00
545898,2011-03-07 17:23:00
581016,2011-12-07 09:53:00
573185,2011-10-28 11:34:00
556533,2011-06-13 12:05:00
577853,2011-11-22 11:13:00
539297,2010-12-16 17:20:00
536840,2010-12-02 18:27:00
545871,2011-03-07 14:51:00
567173,2011-09-18 13:29:00
578793,2011-11-25 12:21:00
547378,2011-03-22 14:56:00
550528,2011-04-19 10:49:00
C577388,2011-11-18 16:58:00
545712,2011-03-07 09:52:00
548700,2011-04-03 11:11:00
573158,2011-10-28 08:56:00
552531,2011-05-10 09:35:00
547246,2011-03-22 08:54:00
557273,2011-06-19 11:44:00
559656,2011-07-11 12:57:00
560925,2011-07-22 09:02:00
540022,2011-01-04 12:57:00
566254,2011-09-11 12:16:00
570090,2011-10-07 11:43:00
556541,2011-06-13 12:52:00
577218,2011-11-18 12:02:00
573337,2011-10-30 11:42:00
547861,2011-03-27 12:36:00
556632,2011-06-13 15:09:00
559799,2011-07-12 13:46:00
557614,2011-06-21 13:22:00
559001,2011-07-05 12:17:00
573288,2011-10-28 14:42:00
577181,2011-11-18 11:35:00
546254,2011-03-10 14:45:00
575659,2011-11-10 14:35:00
578530,2011-11-24 14:37:00
556722,2011-06-14 11:23:00
573331,2011-10-30 11:25:00
546386,2011-03-11 13:31:00
560562,2011-07-19 13:34:00
C568830,2011-09-29 11:34:00
578509,2011-11-24 13:17:00
546135,2011-03-09 15:47:00
575510,2011-11-10 10:33:00
578627,2011-11-24 15:41:00
553684,2011-05-18 13:55:00
559699,2011-07-12 08:52:00
550120,2011-04-14 12:35:00
559710,2011-07-12 10:25:00
549360,2011-04-08 11:23:00
557033,2011-06-16 13:48:00
557032,2011-06-16 13:46:00
C565962,2011-09-08 11:25:00
558083,2011-06-26 11:47:00
C575082,2011-11-08 13:30:00
539764,2010-12-22 11:07:00
578679,2011-11-25 08:12:00
547099,2011-03-21 10:30:00
539753,2010-12-21 15:48:00
546127,2011-03-09 14:57:00
580622,2011-12-05 12:09:00
577035,2011-11-17 13:21:00
540498,2011-01-09 10:06:00
563345,2011-08-15 13:22:00
541675,2011-01-20 13:49:00
555720,2011-06-06 15:46:00
543393,2011-02-08 10:17:00
543398,2011-02-08 10:47:00
568471,2011-09-27 11:49:00
551347,2011-04-28 09:20:00
552865,2011-05-11 17:16:00
541659,2011-01-20 12:16:00
543464,2011-02-08 14:15:00
555119,2011-05-31 15:22:00
563215,2011-08-14 12:56:00
579548,2011-11-30 10:44:00
563199,2011-08-14 10:38:00
571655,2011-10-18 12:18:00
565155,2011-09-01 14:58:00
555742,2011-06-07 10:34:00
568515,2011-09-27 12:44:00
541568,2011-01-19 12:07:00
553916,2011-05-20 08:18:00
548568,2011-04-01 10:43:00
555745,2011-06-07 10:46:00
577407,2011-11-20 10:37:00
552004,2011-05-05 16:31:00
567907,2011-09-22 16:48:00
551387,2011-04-28 11:40:00
563552,2011-08-17 13:06:00
551991,2011-05-05 15:29:00
564897,2011-08-31 11:22:00
538180,2010-12-10 09:53:00
563518,2011-08-17 10:56:00
538182,2010-12-10 10:18:00
541800,2011-01-21 14:38:00
574348,2011-11-04 10:28:00
537670,2010-12-08 09:07:00
564957,2011-08-31 13:55:00
564961,2011-08-31 14:28:00
551395,2011-04-28 12:47:00
579674,2011-11-30 13:05:00
579671,2011-11-30 12:38:00
538187,2010-12-10 10:27:00
551392,2011-04-28 12:07:00
563371,2011-08-16 09:39:00
555654,2011-06-06 14:13:00
C540837,2011-01-11 15:02:00
538190,2010-12-10 10:47:00
543373,2011-02-07 15:04:00
558419,2011-06-29 11:41:00
571638,2011-10-18 11:55:00
552018,2011-05-05 17:42:00
576186,2011-11-14 11:25:00
543831,2011-02-14 09:57:00
572454,2011-10-24 12:38:00
565333,2011-09-02 14:23:00
571546,2011-10-17 17:24:00
579489,2011-11-29 15:22:00
579464,2011-11-29 14:51:00
580372,2011-12-02 17:04:00
576901,2011-11-17 08:54:00
577478,2011-11-20 11:33:00
576557,2011-11-15 13:07:00
576196,2011-11-14 12:07:00
579462,2011-11-29 14:43:00
552062,2011-05-06 10:45:00
C543755,2011-02-11 14:48:00
562790,2011-08-09 13:51:00
562788,2011-08-09 13:48:00
555932,2011-06-08 08:46:00
574964,2011-11-08 10:29:00
538417,2010-12-12 11:54:00
580386,2011-12-04 10:29:00
562722,2011-08-08 16:43:00
575305,2011-11-09 12:45:00
562963,2011-08-11 10:29:00
557951,2011-06-23 17:53:00
551247,2011-04-27 11:56:00
563179,2011-08-12 14:19:00
563176,2011-08-12 14:02:00
567139,2011-09-16 14:45:00
C542366,2011-01-27 12:54:00
568533,2011-09-27 13:56:00
555832,2011-06-07 12:19:00
558418,2011-06-29 11:35:00
551271,2011-04-27 12:39:00
551262,2011-04-27 12:05:00
576874,2011-11-16 16:30:00
552859,2011-05-11 16:10:00
563030,2011-08-11 14:36:00
565245,2011-09-02 10:24:00
576875,2011-11-16 16:32:00
543657,2011-02-11 10:38:00
570696,2011-10-12 09:08:00
537612,2010-12-07 13:28:00
551197,2011-04-27 11:26:00
543735,2011-02-11 12:32:00
571555,2011-10-18 09:15:00
543170,2011-02-04 09:03:00
563561,2011-08-17 14:02:00
555944,2011-06-08 10:36:00
564532,2011-08-25 15:04:00
542590,2011-01-28 16:18:00
564542,2011-08-25 15:47:00
538073,2010-12-09 14:10:00
542149,2011-01-26 10:17:00
548455,2011-03-31 11:49:00
564555,2011-08-25 19:45:00
558483,2011-06-30 09:59:00
542659,2011-01-31 12:09:00
580046,2011-12-01 12:42:00
575745,2011-11-11 10:14:00
542691,2011-01-31 12:34:00
557964,2011-06-24 09:27:00
580117,2011-12-01 16:28:00
576676,2011-11-16 12:03:00
542130,2011-01-25 15:36:00
542715,2011-01-31 13:39:00
572054,2011-10-20 12:31:00
580125,2011-12-01 17:16:00
537806,2010-12-08 13:21:00
542782,2011-02-01 10:00:00
570661,2011-10-11 14:19:00
555493,2011-06-03 14:26:00
542208,2011-01-26 11:35:00
543126,2011-02-03 14:41:00
551872,2011-05-04 17:19:00
548996,2011-04-05 14:12:00
575185,2011-11-09 08:50:00
571849,2011-10-19 12:52:00
580091,2011-12-01 14:37:00
542254,2011-01-26 16:41:00
537995,2010-12-09 11:39:00
564365,2011-08-24 16:46:00
555359,2011-06-02 14:04:00
564471,2011-08-25 12:26:00
537887,2010-12-09 10:00:00
568132,2011-09-23 16:22:00
537886,2010-12-09 09:49:00
564313,2011-08-24 12:54:00
548493,2011-03-31 13:14:00
574071,2011-11-02 14:57:00
552952,2011-05-12 12:10:00
542214,2011-01-26 12:19:00
538032,2010-12-09 12:59:00
581477,2011-12-09 08:59:00
576630,2011-11-16 08:38:00
542425,2011-01-28 09:20:00
563951,2011-08-22 10:42:00
551887,2011-05-05 09:29:00
577790,2011-11-21 16:35:00
555535,2011-06-05 12:16:00
576598,2011-11-15 15:05:00
543005,2011-02-02 12:42:00
543007,2011-02-02 12:54:00
552972,2011-05-12 13:43:00
543009,2011-02-02 13:11:00
555581,2011-06-06 08:04:00
568317,2011-09-26 13:25:00
537693,2010-12-08 10:45:00
579848,2011-11-30 16:23:00
541874,2011-01-24 10:01:00
579840,2011-11-30 16:19:00
563659,2011-08-18 11:00:00
543045,2011-02-03 09:04:00
563622,2011-08-18 10:21:00
568331,2011-09-26 14:25:00
551985,2011-05-05 14:38:00
543098,2011-02-03 11:49:00
541837,2011-01-23 10:32:00
543106,2011-02-03 12:12:00
575077,2011-11-08 13:22:00
555627,2011-06-06 11:57:00
555247,2011-06-01 14:42:00
575090,2011-11-08 14:04:00
555575,2011-06-05 15:47:00
548552,2011-04-01 09:06:00
551560,2011-05-03 10:43:00
551556,2011-05-03 10:30:00
567970,2011-09-23 10:02:00
568205,2011-09-25 15:30:00
564710,2011-08-28 10:21:00
567966,2011-09-23 09:26:00
572091,2011-10-20 14:40:00
572093,2011-10-20 14:51:00
542902,2011-02-01 14:43:00
572107,2011-10-20 17:13:00
537758,2010-12-08 11:41:00
572125,2011-10-21 08:57:00
572126,2011-10-21 09:04:00
568229,2011-09-26 11:04:00
576094,2011-11-14 09:12:00
580143,2011-12-02 09:32:00
567942,2011-09-22 19:03:00
541980,2011-01-24 15:09:00
563830,2011-08-19 12:20:00
557961,2011-06-24 08:40:00
562721,2011-08-08 16:31:00
543664,2011-02-11 10:57:00
577744,2011-11-21 13:58:00
538591,2010-12-13 11:44:00
565673,2011-09-06 09:45:00
540835,2011-01-11 15:00:00
562125,2011-08-02 17:29:00
562718,2011-08-08 16:07:00
556129,2011-06-09 10:46:00
580537,2011-12-04 16:08:00
537258,2010-12-06 11:16:00
571412,2011-10-17 12:33:00
558056,2011-06-24 14:54:00
568876,2011-09-29 12:24:00
565747,2011-09-06 12:38:00
565750,2011-09-06 12:48:00
580552,2011-12-05 10:09:00
550832,2011-04-21 10:31:00
570726,2011-10-12 11:32:00
579150,2011-11-28 13:25:00
561995,2011-08-01 13:44:00
554123,2011-05-22 15:44:00
544592,2011-02-21 15:30:00
574916,2011-11-07 16:19:00
540768,2011-01-11 10:38:00
579271,2011-11-29 09:56:00
544302,2011-02-17 13:16:00
554969,2011-05-27 16:30:00
577825,2011-11-22 09:42:00
572672,2011-10-25 13:15:00
568786,2011-09-29 09:16:00
549292,2011-04-07 19:10:00
558765,2011-07-03 13:12:00
562416,2011-08-04 16:31:00
549311,2011-04-08 09:25:00
540900,2011-01-12 11:46:00
550965,2011-04-21 16:53:00
550960,2011-04-21 16:39:00
558773,2011-07-03 16:00:00
576984,2011-11-17 11:54:00
565631,2011-09-05 15:49:00
574346,2011-11-04 10:23:00
537359,2010-12-06 12:30:00
549691,2011-04-11 13:42:00
565763,2011-09-06 14:09:00
550831,2011-04-21 10:29:00
552179,2011-05-06 13:31:00
580608,2011-12-05 11:39:00
567616,2011-09-21 12:23:00
569003,2011-09-29 18:13:00
C553906,2011-05-19 18:13:00
561706,2011-07-29 11:25:00
567614,2011-09-21 11:55:00
579095,2011-11-28 11:00:00
C554100,2011-05-22 13:27:00
545015,2011-02-25 13:40:00
561691,2011-07-29 09:17:00
556264,2011-06-09 18:42:00
570790,2011-10-12 11:55:00
550765,2011-04-20 12:28:00
561671,2011-07-28 17:17:00
545046,2011-02-27 11:42:00
549119,2011-04-06 13:23:00
557314,2011-06-19 15:59:00
545065,2011-02-27 14:43:00
561635,2011-07-28 14:35:00
554927,2011-05-27 13:00:00
556254,2011-06-09 16:57:00
556186,2011-06-09 11:46:00
556234,2011-06-09 15:27:00
568915,2011-09-29 13:56:00
550830,2011-04-21 10:29:00
556194,2011-06-09 12:20:00
561905,2011-08-01 09:31:00
540702,2011-01-11 09:58:00
544822,2011-02-24 09:08:00
575874,2011-11-11 12:56:00
537236,2010-12-06 09:52:00
565805,2011-09-07 10:51:00
544919,2011-02-24 16:31:00
549715,2011-04-11 14:40:00
581454,2011-12-08 18:22:00
561817,2011-07-29 15:51:00
553830,2011-05-19 11:32:00
540662,2011-01-10 15:16:00
553829,2011-05-19 11:28:00
561803,2011-07-29 14:39:00
557634,2011-06-21 15:24:00
562451,2011-08-05 09:25:00
563895,2011-08-21 10:35:00
562701,2011-08-08 13:59:00
544069,2011-02-15 14:17:00
579328,2011-11-29 11:40:00
551124,2011-04-26 12:47:00
544101,2011-02-16 10:32:00
574098,2011-11-03 10:03:00
551013,2011-04-26 10:54:00
541121,2011-01-14 09:20:00
544109,2011-02-16 10:56:00
548293,2011-03-30 11:51:00
562599,2011-08-08 10:01:00
562603,2011-08-08 10:40:00
C548469,2011-03-31 12:32:00
568688,2011-09-28 14:38:00
544091,2011-02-16 08:37:00
577818,2011-11-22 09:18:00
565462,2011-09-05 09:38:00
568713,2011-09-28 16:04:00
537397,2010-12-06 14:19:00
572560,2011-10-25 08:45:00
541224,2011-01-14 14:45:00
577822,2011-11-22 09:34:00
574947,2011-11-08 09:03:00
554975,2011-05-29 10:40:00
562467,2011-08-05 11:50:00
580490,2011-12-04 12:48:00
551055,2011-04-26 11:51:00
544083,2011-02-15 15:51:00
544073,2011-02-15 14:44:00
574952,2011-11-08 09:47:00
541013,2011-01-13 11:54:00
537226,2010-12-06 08:34:00
570449,2011-10-10 14:57:00
557735,2011-06-22 11:30:00
554027,2011-05-20 13:40:00
553471,2011-05-17 11:28:00
553195,2011-05-15 13:45:00
553740,2011-05-19 09:31:00
536423,2010-12-01 12:08:00
567346,2011-09-19 15:53:00
575951,2011-11-13 11:54:00
557948,2011-06-23 16:35:00
553887,2011-05-19 16:04:00
537523,2010-12-07 11:45:00
570184,2011-10-07 14:46:00
568594,2011-09-28 10:56:00
C576968,2011-11-17 11:51:00
570698,2011-10-12 09:13:00
536529,2010-12-01 13:20:00
553902,2011-05-19 18:02:00
C537805,2010-12-08 13:18:00
552770,2011-05-11 11:57:00
536526,2010-12-01 12:58:00
537771,2010-12-08 12:29:00
552968,2011-05-12 13:33:00
576058,2011-11-13 15:15:00
568588,2011-09-28 10:18:00
570632,2011-10-11 12:27:00
537233,2010-12-06 09:37:00
558031,2011-06-24 12:14:00
537223,2010-12-05 16:10:00
576148,2011-11-14 10:50:00
570821,2011-10-12 12:51:00
567971,2011-09-23 10:04:00
538107,2010-12-09 15:21:00
537800,2010-12-08 13:08:00
C543469,2011-02-08 14:55:00
575691,2011-11-10 16:21:00
553676,2011-05-18 12:57:00
537134,2010-12-05 12:34:00
570332,2011-10-10 12:18:00
577528,2011-11-20 13:45:00
568672,2011-09-28 13:17:00
557769,2011-06-22 14:38:00
553765,2011-05-19 10:43:00
567517,2011-09-20 15:49:00
581236,2011-12-08 10:39:00
C545677,2011-03-06 10:48:00
C567704,2011-09-22 09:41:00
574293,2011-11-03 15:32:00
537892,2010-12-09 10:13:00
569917,2011-10-06 17:02:00
553193,2011-05-15 13:31:00
568099,2011-09-23 15:18:00
568086,2011-09-23 14:39:00
567756,2011-09-22 10:52:00
567768,2011-09-22 11:17:00
576327,2011-11-14 15:19:00
569021,2011-09-30 09:40:00
569024,2011-09-30 10:04:00
552646,2011-05-10 13:26:00
567336,2011-09-19 14:56:00
557739,2011-06-22 11:43:00
C580263,2011-12-02 12:43:00
548969,2011-04-05 11:01:00
C567627,2011-09-21 13:01:00
552732,2011-05-11 10:47:00
567162,2011-09-18 11:13:00
538080,2010-12-09 14:28:00
581183,2011-12-07 16:24:00
567512,2011-09-20 15:03:00
570026,2011-10-07 10:37:00
C551540,2011-05-03 08:47:00
568171,2011-09-25 13:10:00
577552,2011-11-20 15:27:00
581442,2011-12-08 16:38:00
569402,2011-10-04 09:00:00
537839,2010-12-08 15:02:00
567157,2011-09-16 17:33:00
570282,2011-10-10 11:20:00
537843,2010-12-08 15:16:00
538409,2010-12-12 11:49:00
581448,2011-12-08 17:24:00
567514,2011-09-20 15:10:00
581480,2011-12-09 09:07:00
537866,2010-12-08 16:45:00
574303,2011-11-03 16:28:00
553055,2011-05-13 10:35:00
537601,2010-12-07 12:43:00
539004,2010-12-15 12:43:00
568916,2011-09-29 14:08:00
554086,2011-05-22 11:54:00
574289,2011-11-03 15:16:00
567425,2011-09-20 11:32:00
C572120,2011-10-20 19:29:00
567426,2011-09-20 11:33:00
537659,2010-12-07 16:43:00
553577,2011-05-18 10:34:00
581170,2011-12-07 15:00:00
538910,2010-12-15 10:54:00
574319,2011-11-03 19:15:00
C572343,2011-10-24 10:40:00
C564940,2011-08-31 13:10:00
569690,2011-10-05 15:04:00
C572481,2011-10-24 13:48:00
575685,2011-11-10 15:57:00
537669,2010-12-08 08:58:00
552860,2011-05-11 16:26:00
548994,2011-04-05 14:07:00
554077,2011-05-22 11:34:00
553909,2011-05-19 19:00:00
C540243,2011-01-05 15:32:00
C564955,2011-08-31 13:39:00
576202,2011-11-14 12:22:00
536861,2010-12-03 10:44:00
576180,2011-11-14 11:11:00
568538,2011-09-27 14:07:00
C564903,2011-08-31 12:05:00
538512,2010-12-12 14:03:00
553918,2011-05-20 08:39:00
576182,2011-11-14 11:21:00
570717,2011-10-12 10:35:00
554081,2011-05-22 11:47:00
553021,2011-05-12 19:22:00
536847,2010-12-03 09:31:00
568492,2011-09-27 11:58:00
536604,2010-12-02 08:43:00
558040,2011-06-24 12:51:00
575660,2011-11-10 14:38:00
567376,2011-09-20 09:54:00
C562709,2011-08-08 14:32:00
552830,2011-05-11 13:49:00
C562582,2011-08-07 13:53:00
554109,2011-05-22 14:33:00
568530,2011-09-27 13:42:00
538850,2010-12-14 13:31:00
C549786,2011-04-12 11:58:00
567707,2011-09-22 09:52:00
570866,2011-10-12 15:49:00
570117,2011-10-07 12:42:00
576317,2011-11-14 14:57:00
554091,2011-05-22 12:35:00
581429,2011-12-08 15:41:00
569214,2011-10-02 12:22:00
536676,2010-12-02 12:18:00
538778,2010-12-14 11:37:00
538994,2010-12-15 12:05:00
567922,2011-09-22 17:24:00
C547889,2011-03-28 10:02:00
C559253,2011-07-07 11:44:00
C551018,2011-04-26 11:19:00
570697,2011-10-12 09:10:00
569519,2011-10-04 14:31:00
568313,2011-09-26 12:56:00
581424,2011-12-08 15:29:00
568312,2011-09-26 12:54:00
569386,2011-10-03 16:48:00
568518,2011-09-27 12:53:00
C559030,2011-07-05 14:51:00
537743,2010-12-08 11:02:00
537755,2010-12-08 11:31:00
538631,2010-12-13 13:27:00
552779,2011-05-11 12:13:00
575915,2011-11-11 16:33:00
553200,2011-05-15 15:14:00
576090,2011-11-14 08:56:00
553001,2011-05-12 15:23:00
536559,2010-12-01 14:54:00
575971,2011-11-13 13:00:00
537678,2010-12-08 09:56:00
C562097,2011-08-02 13:19:00
537312,2010-12-06 11:42:00
537298,2010-12-06 11:37:00
537415,2010-12-06 15:09:00
581398,2011-12-08 13:26:00
570675,2011-10-11 15:03:00
C574493,2011-11-04 13:09:00
C574584,2011-11-04 18:11:00
C565615,2011-09-05 15:20:00
548911,2011-04-05 09:09:00
537257,2010-12-06 11:10:00
536563,2010-12-01 15:08:00
569030,2011-09-30 10:27:00
554121,2011-05-22 15:31:00
538875,2010-12-14 15:18:00
553846,2011-05-19 12:40:00
567910,2011-09-22 16:58:00
552838,2011-05-11 14:24:00
569717,2011-10-06 08:25:00
576198,2011-11-14 12:12:00
553571,2011-05-18 09:35:00
580108,2011-12-01 15:42:00
548553,2011-04-01 09:19:00
551822,2011-05-04 12:26:00
571903,2011-10-19 14:40:00
564327,2011-08-24 13:33:00
542377,2011-01-27 13:53:00
560916,2011-07-21 18:19:00
542388,2011-01-27 14:45:00
575168,2011-11-08 17:19:00
558552,2011-06-30 12:42:00
557488,2011-06-20 14:48:00
573174,2011-10-28 10:25:00
564226,2011-08-24 10:13:00
545827,2011-03-07 13:03:00
560992,2011-07-22 13:31:00
542511,2011-01-28 12:07:00
550535,2011-04-19 11:19:00
542372,2011-01-27 13:37:00
560911,2011-07-21 18:00:00
580061,2011-12-01 13:27:00
556539,2011-06-13 12:44:00
548546,2011-03-31 19:20:00
574832,2011-11-07 11:29:00
545918,2011-03-08 11:55:00
557495,2011-06-20 15:19:00
542213,2011-01-26 12:15:00
558526,2011-06-30 11:01:00
573930,2011-11-02 10:15:00
576642,2011-11-16 09:59:00
560881,2011-07-21 15:45:00
550481,2011-04-18 14:08:00
558964,2011-07-05 10:58:00
564373,2011-08-25 09:56:00
564367,2011-08-25 09:18:00
545883,2011-03-07 15:40:00
561047,2011-07-24 12:46:00
573136,2011-10-27 17:00:00
578690,2011-11-25 09:36:00
563936,2011-08-22 09:03:00
555526,2011-06-05 11:42:00
564019,2011-08-22 11:54:00
564017,2011-08-22 11:44:00
573945,2011-11-02 10:44:00
573119,2011-10-27 16:21:00
563942,2011-08-22 09:53:00
555538,2011-06-05 12:39:00
545597,2011-03-04 10:58:00
576758,2011-11-16 12:51:00
561120,2011-07-25 12:50:00
555548,2011-06-05 13:16:00
556468,2011-06-12 11:26:00
572094,2011-10-20 14:52:00
561202,2011-07-25 15:14:00
564038,2011-08-22 12:32:00
545601,2011-03-04 11:49:00
558924,2011-07-05 10:07:00
548458,2011-03-31 11:53:00
558562,2011-06-30 13:28:00
549581,2011-04-11 09:44:00
573133,2011-10-27 16:58:00
542596,2011-01-30 10:27:00
564158,2011-08-23 12:37:00
575140,2011-11-08 15:35:00
580053,2011-12-01 13:03:00
573125,2011-10-27 16:31:00
578830,2011-11-25 14:58:00
545638,2011-03-04 12:26:00
555511,2011-06-05 10:12:00
558922,2011-07-05 10:06:00
564055,2011-08-22 14:03:00
564053,2011-08-22 13:42:00
564540,2011-08-25 15:34:00
564544,2011-08-25 15:50:00
563892,2011-08-19 17:08:00
541692,2011-01-20 16:59:00
560417,2011-07-18 14:56:00
546510,2011-03-14 12:17:00
577148,2011-11-18 09:43:00
578433,2011-11-24 12:21:00
556783,2011-06-14 13:15:00
571675,2011-10-18 13:26:00
577143,2011-11-18 09:31:00
550291,2011-04-15 15:17:00
550336,2011-04-17 14:55:00
546399,2011-03-11 14:58:00
580208,2011-12-02 12:07:00
555159,2011-06-01 09:06:00
556726,2011-06-14 11:31:00
541801,2011-01-21 14:39:00
560363,2011-07-18 12:05:00
546553,2011-03-15 08:52:00
546382,2011-03-11 12:44:00
573355,2011-10-30 12:43:00
575299,2011-11-09 12:30:00
565242,2011-09-02 10:13:00
555101,2011-05-31 13:45:00
560279,2011-07-17 15:47:00
546659,2011-03-15 14:25:00
541434,2011-01-18 10:22:00
541480,2011-01-18 12:05:00
550287,2011-04-15 14:15:00
571565,2011-10-18 10:18:00
556814,2011-06-15 08:34:00
546642,2011-03-15 13:13:00
571628,2011-10-18 11:13:00
560295,2011-07-18 10:21:00
556811,2011-06-14 16:52:00
551992,2011-05-05 15:31:00
546381,2011-03-11 12:29:00
564557,2011-08-25 19:55:00
564653,2011-08-26 14:23:00
546037,2011-03-09 10:00:00
564712,2011-08-28 10:40:00
546036,2011-03-09 09:52:00
564668,2011-08-26 15:25:00
551896,2011-05-05 10:29:00
558478,2011-06-29 16:07:00
577105,2011-11-17 17:16:00
542026,2011-01-25 11:41:00
558480,2011-06-30 08:17:00
546031,2011-03-09 09:11:00
571734,2011-10-19 09:59:00
542123,2011-01-25 14:44:00
580120,2011-12-01 16:38:00
557257,2011-06-19 10:34:00
556596,2011-06-13 14:29:00
564721,2011-08-28 12:01:00
555198,2011-06-01 11:52:00
560642,2011-07-20 11:07:00
546330,2011-03-11 10:30:00
541835,2011-01-23 10:15:00
556719,2011-06-14 11:21:00
573324,2011-10-30 10:56:00
546293,2011-03-10 15:13:00
574754,2011-11-07 09:24:00
551967,2011-05-05 13:19:00
557499,2011-06-20 15:25:00
546190,2011-03-10 10:57:00
560710,2011-07-20 12:51:00
564744,2011-08-28 15:25:00
564737,2011-08-28 14:00:00
541981,2011-01-24 15:32:00
558996,2011-07-05 12:11:00
550629,2011-04-19 14:48:00
578855,2011-11-27 11:15:00
546668,2011-03-15 15:33:00
572453,2011-10-24 12:37:00
543797,2011-02-13 10:24:00
543801,2011-02-13 11:52:00
574039,2011-11-02 12:57:00
558865,2011-07-04 12:39:00
558718,2011-07-01 13:31:00
561890,2011-07-31 14:17:00
561892,2011-07-31 14:27:00
544838,2011-02-24 10:34:00
548170,2011-03-29 13:53:00
543852,2011-02-14 11:57:00
544804,2011-02-23 14:40:00
543914,2011-02-14 13:19:00
576900,2011-11-17 08:53:00
544799,2011-02-23 13:45:00
544825,2011-02-24 09:32:00
544892,2011-02-24 12:00:00
577833,2011-11-22 10:20:00
544912,2011-02-24 15:12:00
548323,2011-03-30 13:00:00
543596,2011-02-10 12:21:00
563103,2011-08-12 10:08:00
544917,2011-02-24 15:56:00
572874,2011-10-26 13:28:00
574042,2011-11-02 13:05:00
